nombre,marca,categoria,precio_eur,peso_kg,precio_por_kg,tienda,url,fecha_scraping
AMINO RECOVERY 120 Caps,VICTORY ENDURANCE,BCAA,18.52,,,Nutritienda,https://www.nutritienda.com/es/victory-endurance-amino-recovery-120-caps,2026-03-31
4:1:1 Anabolic BCAA 150 Caps,Starlabs Nutrition,BCAA,19.71,,,Nutritienda,https://www.nutritienda.com/es/starlabs-nutrition/4-1-1-anabolic-bcaa-150-capsulas,2026-03-31
BCAA 4:1:1 Competition 150 Caps,Mega Plus,BCAA,23.21,,,Nutritienda,https://www.nutritienda.com/es/mega-plus/bcaa-4-1-1-competition-150-capsulas,2026-03-31
"6,4 Amino+ 120 Caps",Glutamina + BCAAs,BCAA,27.0,,,Nutritienda,https://www.nutritienda.com/es/226ers/6-4-amino-glutamina-bcaas-120-caps,2026-03-31
Amino Recovery 120 Caps,Amazin' Foods,BCAA,11.99,,,Nutritienda,https://www.nutritienda.com/es/amazin-foods/amino-recovery-120-capsulas,2026-03-31
Muscle BCAA 4:1:1 120 VCaps,DMI Innovative Nutrition,BCAA,17.5,,,Nutritienda,https://www.nutritienda.com/es/dmi-innovative-nutrition/muscle-bcaa-4-1-1-120-capsulas-vegetales,2026-03-31
BCAA'S 2:1:1 200 Tabs,Aminoácidos ramificados,BCAA,14.9,,,Nutritienda,https://www.nutritienda.com/es/amazin-foods/bcaas-211-aminoacidos-ramificados-200-tabs,2026-03-31
CREAPORT 600g,NUTREND,Creatina,18.0,0.6,30.0,Nutritienda,https://www.nutritienda.com/es/nutrend/creaport-600g,2026-03-31
CREATINA CELULAR 800g,¡Creatina monohidrato Creapure!,Creatina,26.96,0.8,33.7,Nutritienda,https://www.nutritienda.com/es/keepgoing/creatina-celular-800g,2026-03-31
CREATINA CELULAR 500g,NUTRISPORT,Creatina,18.3,0.5,36.6,Nutritienda,https://www.nutritienda.com/es/nutrisport-creatina-celular-500g,2026-03-31
100% CREATINA MONOHIDRATO 500g,Quamtrax Direct,Creatina,24.9,0.5,49.8,Nutritienda,https://www.nutritienda.com/es/quamtrax-direct/creatina-monohidrato-500g,2026-03-31
CREA EXTREME TANK 500g,Creatina creapure,Creatina,28.88,0.5,57.76,Nutritienda,https://www.nutritienda.com/es/beverly-nutrition/crea-extreme-tank-creatina-creapure-500g,2026-03-31
CR5 CREATINA 1000g,¡Ultra pura!,Creatina,60.21,1.0,60.21,Nutritienda,https://www.nutritienda.com/es/starlabs-nutrition/cr5-creatina-1000g,2026-03-31
100% Creatine Monohydrate Micronized 300g,Biotech USA,Creatina,18.32,0.3,61.07,Nutritienda,https://www.nutritienda.com/es/biotech-usa/100-creatine-monohydrate-micronized-300g,2026-03-31
CREATINA 306g,Cellucor,Creatina,18.95,0.306,61.93,Nutritienda,https://www.nutritienda.com/es/cellucor/creatina-306g,2026-03-31
Creatina Creapure 400g,Amazin' Foods,Creatina,24.9,0.4,62.25,Nutritienda,https://www.nutritienda.com/es/amazin-foods/creatina-creapure-400g,2026-03-31
CREATINE FLAVOURED ZERO 500g,Creatina,Creatina,34.11,0.5,68.22,Nutritienda,https://www.nutritienda.com/es/ironmaxx/creatine-flavoured-zero-500g,2026-03-31
CreaPowder 500g,Yamamoto Nutrition,Creatina,34.95,0.5,69.9,Nutritienda,https://www.nutritienda.com/es/yamamoto-nutrition/creapowder-500g,2026-03-31
MICRONIZED CREATINE POWDER 634g,OPTIMUM NUTRITION,Creatina,44.9,0.634,70.82,Nutritienda,https://www.nutritienda.com/es/optimum-nutrition-creatina-micronizada-powder-634g,2026-03-31
100% CREATINE MONOHYDRATE MICRONIZED 500g,,Creatina,36.9,0.5,73.8,Nutritienda,https://www.nutritienda.com/es/biotech-usa-100-creatine-monohidrate-micronized-500g,2026-03-31
CR5 CREATINE 500 g,STARLABS NUTRITION,Creatina,37.35,0.5,74.7,Nutritienda,https://www.nutritienda.com/es/starlabs-nutrition-cr5-creatine-500g,2026-03-31
CR5 CREATINE 300 g,STARLABS NUTRITION,Creatina,22.95,0.3,76.5,Nutritienda,https://www.nutritienda.com/es/starlabs-nutrition-cr5-creatine-300g,2026-03-31
Creatina 300g,226ERS,Creatina,25.99,0.3,86.63,Nutritienda,https://www.nutritienda.com/es/226ers-creatina-300g,2026-03-31
CREATINA 300g,Creatina monohidrato Creapure,Creatina,26.83,0.3,89.43,Nutritienda,https://www.nutritienda.com/es/infisport/creatina-monohidrato-creapure-300g,2026-03-31
CREATINA CN 400 400g,Calidad Creapure,Creatina,41.4,0.4,103.5,Nutritienda,https://www.nutritienda.com/es/nutrisport/creatina-monohidrato-cn-creapure-400g,2026-03-31
KREA7 SUPERALKALINE POWDER 500g,Creatina,Creatina,53.91,0.5,107.82,Nutritienda,https://www.nutritienda.com/es/ironmaxx/krea7-superalkaline-powder-500g,2026-03-31
CREATINA 20 x 10g,NUTRISPORT,Creatina,15.84,0.01,1584.0,Nutritienda,https://www.nutritienda.com/es/nutrisport-creatina-100-20x5g,2026-03-31
Kre-Alkalyn 120 VCaps,Amazin' Foods,Creatina,18.99,,,Nutritienda,https://www.nutritienda.com/es/amazin-foods/kre-alkalyn-120-capsulas-vegetales,2026-03-31
KRE ALKALYN 120 Caps,Best Protein,Creatina,18.07,,,Nutritienda,https://www.nutritienda.com/es/best-protein/kre-alkalyn-120-caps,2026-03-31
KREA7 SUPERALKALINE 180 Tabs,Creatina,Creatina,47.61,,,Nutritienda,https://www.nutritienda.com/es/ironmaxx/krea7-superalkaline-180-tabs,2026-03-31
KREA7 SUPERALKALINE 90 Tabs,Creatina,Creatina,28.71,,,Nutritienda,https://www.nutritienda.com/es/ironmaxx/krea7-superalkaline-90-tabs,2026-03-31
CREATINE ZERO EFFERVESCENT 16 Tabs,,Creatina,6.9,,,Nutritienda,https://www.nutritienda.com/es/biotech-usa/creatine-zero-effervescent-16-tabs,2026-03-31
KRE-ALKALYN 2500 - 120 Caps,OLYMP SPORT NUTRITION,Creatina,38.9,,,Nutritienda,https://www.nutritienda.com/es/olymp-kre-alkalyn-2500-120caps,2026-03-31
CREATOR 120 Caps,Combina 5 tipos de creatinas,Creatina,23.9,,,Nutritienda,https://www.nutritienda.com/es/biotech-usa/creator-120-caps,2026-03-31
CREATINA PH-X 90 Caps,Creatina monohidrato tamponada,Creatina,16.9,,,Nutritienda,https://www.nutritienda.com/es/biotech-usa/creatina-ph-x-90-caps,2026-03-31
CREATINA PH-X 210 Caps,Creatina monohidrato tamponada,Creatina,27.9,,,Nutritienda,https://www.nutritienda.com/es/biotech-usa/creatina-ph-x-210-caps,2026-03-31
Kre-Alkalyn 3000 120 Caps,QUAMTRAX,Creatina,26.9,,,Nutritienda,https://www.nutritienda.com/es/quamtrax-kre-alkalyn-3000-120-caps,2026-03-31
100% Whey Protein Professional 5000g,Scitec,Proteínas Whey,129.9,5.0,25.98,Nutritienda,https://www.nutritienda.com/es/scitec/100-por-cien-whey-protein-professional-5000g,2026-03-31
100% WHEY PROTEIN 2350g,Proteína de leche,Proteínas Whey,62.91,2.35,26.77,Nutritienda,https://www.nutritienda.com/es/ironmaxx/100-whey-protein-2350g,2026-03-31
Pure Whey Pro 2000g,Nutriversum,Proteínas Whey,54.18,2.0,27.09,Nutritienda,https://www.nutritienda.com/es/nutriversum/pure-whey-pro-2000g,2026-03-31
Whey Multi+ 2000g,4Pro Nutrition,Proteínas Whey,59.9,2.0,29.95,Nutritienda,https://www.nutritienda.com/es/4pro-nutrition/whey-multi-2000g,2026-03-31
100% Whey Protein Professional 2350g,Scitec,Proteínas Whey,71.9,2.35,30.6,Nutritienda,https://www.nutritienda.com/es/scitec/100-por-cien-whey-protein-professional-2350g,2026-03-31
WHEYCELL 2Kg,Concentrado de suero de leche,Proteínas Whey,61.77,2.0,30.89,Nutritienda,https://www.nutritienda.com/es/procell/wheycell-2000g,2026-03-31
100% WHEY PROTEIN 900g,Proteína de leche,Proteínas Whey,28.71,0.9,31.9,Nutritienda,https://www.nutritienda.com/es/ironmaxx/100-whey-protein-900g,2026-03-31
Essence Pro Whey 2 Kg,DMI Innovative Nutrition,Proteínas Whey,64.9,2.0,32.45,Nutritienda,https://www.nutritienda.com/es/dmi-innovative-nutrition/essence-pro-whey-2-kg,2026-03-31
WHEY PROTEIN 2000g,Perfecta solubilidad,Proteínas Whey,66.9,2.0,33.45,Nutritienda,https://www.nutritienda.com/es/quamtrax-direct/whey-protein-2000g,2026-03-31
Recovery Total 700g,Vitobest,Proteínas Whey,23.94,0.7,34.2,Nutritienda,https://www.nutritienda.com/es/vitobest/recovery-total-700g,2026-03-31
ELITE 100% WHEY 2100g,,Proteínas Whey,71.95,2.1,34.26,Nutritienda,https://www.nutritienda.com/es/dymatize/elite-100-whey-2100g,2026-03-31
ISO-XP 1800g,Applied Nutrition,Proteínas Whey,67.32,1.8,37.4,Nutritienda,https://www.nutritienda.com/es/applied-nutrition/iso-xp-1800g,2026-03-31
100% Whey Protein Professional 920g,Scitec,Proteínas Whey,38.9,0.92,42.28,Nutritienda,https://www.nutritienda.com/es/scitec/100-whey-protein-professional-920g,2026-03-31
ISOLAD 3CFM PROTEIN 2Kg,Máxima pureza,Proteínas Whey,86.39,2.0,43.2,Nutritienda,https://www.nutritienda.com/es/bavarian-elite/isolad-3cfm-protein-2000g,2026-03-31
Isolate Pro Zero 2 Kg,DMI Innovative Nutrition,Proteínas Whey,86.9,2.0,43.45,Nutritienda,https://www.nutritienda.com/es/dmi-innovative-nutrition/isolate-pro-zero-2-kg,2026-03-31
WHEY ISOLATE 2000g,Proteína aislada de suero,Proteínas Whey,89.5,2.0,44.75,Nutritienda,https://www.nutritienda.com/es/best-protein/whey-isolate-2000g,2026-03-31
100% Predator Protein 500g,Amix Nutrition,Proteínas Whey,22.95,0.5,45.9,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/100-predator-protein-500g,2026-03-31
100% PURE WHEY 454g,¡Con extra de BCAA!,Proteínas Whey,20.9,0.454,46.04,Nutritienda,https://www.nutritienda.com/es/biotech-usa/pure-whey-100-concentrado-de-suero-454g,2026-03-31
ISO-FUJI 2kg,Proteína aislada,Proteínas Whey,92.95,2.0,46.48,Nutritienda,https://www.nutritienda.com/es/yamamoto-nutrition/iso-fuji-2000g,2026-03-31
100% Whey Protein Professional 500g,Scitec,Proteínas Whey,23.9,0.5,47.8,Nutritienda,https://www.nutritienda.com/es/scitec/100-por-cien-whey-protein-professional-500g,2026-03-31
100% WHEY GOLD STANDARD 450 g,Optimum Nutrition | Nutritienda,Proteínas Whey,22.99,0.45,51.09,Nutritienda,https://www.nutritienda.com/es/optimum-nutrition-100-whey-gold-standard-450g,2026-03-31
Whey Protein+ 871g,Crown Sport Nutrition,Proteínas Whey,45.0,0.871,51.66,Nutritienda,https://www.nutritienda.com/es/crown-sport-nutrition/whey-protein-871g,2026-03-31
Finisher Whey Protein 500g,Finisher,Proteínas Whey,26.91,0.5,53.82,Nutritienda,https://www.nutritienda.com/es/finisher/finisher-whey-protein-500g,2026-03-31
ISO WHEY ZERO 908g,¡Aislado de suero sin gluten!,Proteínas Whey,49.9,0.908,54.96,Nutritienda,https://www.nutritienda.com/es/biotech-usa/iso-whey-zero-908g,2026-03-31
ZEROPRO PROTEIN 1Kg,Aislado de suero,Proteínas Whey,59.85,1.0,59.85,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/zeropro-protein-1000g,2026-03-31
CFM NITRO PROTEIN ISOLATE 1Kg,AMIX NUTRITION,Proteínas Whey,67.5,1.0,67.5,Nutritienda,https://www.nutritienda.com/es/amix-nutrition-cfm-nitro-protein-isolate-1000g,2026-03-31
Isoprime CFM Isolate 500g,Amix Nutrition,Proteínas Whey,36.9,0.5,73.8,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/isoprime-cfm-isolate-500g,2026-03-31
ISO HD 90 CFM PROTEIN 800g,Aislado de proteína CFM,Proteínas Whey,59.9,0.8,74.88,Nutritienda,https://www.nutritienda.com/es/amix-pro/iso-hd-90-cfm-protein-800g,2026-03-31
RE-CUPER 550g,AMIX PERFORMANCE,Proteínas Whey,50.0,0.55,90.91,Nutritienda,https://www.nutritienda.com/es/amix-performance-re-cuper-550g,2026-03-31
BAREBELLS MILKSHAKE BATIDO PROTEICO 1 Batido de 330ml,¡Sin lactosa!,Proteínas Whey,2.25,,,Nutritienda,https://www.nutritienda.com/es/barebells/milkshake-batido-proteico-sin-lactosa-330ml,2026-03-31
